datasets\waterDataSet\imgAug\499.jpeg datasets\waterDataSet\labelAug\499.png datasets\waterDataSet\edge\499.png
datasets\waterDataSet\imgAug\2764.jpeg datasets\waterDataSet\labelAug\2764.png datasets\waterDataSet\edge\2764.png
datasets\waterDataSet\imgAug\4316.jpeg datasets\waterDataSet\labelAug\4316.png datasets\waterDataSet\edge\4316.png
datasets\waterDataSet\imgAug\4301.jpeg datasets\waterDataSet\labelAug\4301.png datasets\waterDataSet\edge\4301.png
datasets\waterDataSet\imgAug\2429.jpeg datasets\waterDataSet\labelAug\2429.png datasets\waterDataSet\edge\2429.png
datasets\waterDataSet\imgAug\1026.jpeg datasets\waterDataSet\labelAug\1026.png datasets\waterDataSet\edge\1026.png
datasets\waterDataSet\imgAug\2706.jpeg datasets\waterDataSet\labelAug\2706.png datasets\waterDataSet\edge\2706.png
datasets\waterDataSet\imgAug\479.jpeg datasets\waterDataSet\labelAug\479.png datasets\waterDataSet\edge\479.png
datasets\waterDataSet\imgAug\1749.jpeg datasets\waterDataSet\labelAug\1749.png datasets\waterDataSet\edge\1749.png
datasets\waterDataSet\imgAug\66.jpeg datasets\waterDataSet\labelAug\66.png datasets\waterDataSet\edge\66.png
datasets\waterDataSet\imgAug\3303.jpeg datasets\waterDataSet\labelAug\3303.png datasets\waterDataSet\edge\3303.png
datasets\waterDataSet\imgAug\3576.jpeg datasets\waterDataSet\labelAug\3576.png datasets\waterDataSet\edge\3576.png
datasets\waterDataSet\imgAug\1497.jpeg datasets\waterDataSet\labelAug\1497.png datasets\waterDataSet\edge\1497.png
datasets\waterDataSet\imgAug\3287.jpeg datasets\waterDataSet\labelAug\3287.png datasets\waterDataSet\edge\3287.png
datasets\waterDataSet\imgAug\1612.jpeg datasets\waterDataSet\labelAug\1612.png datasets\waterDataSet\edge\1612.png
datasets\waterDataSet\imgAug\230.jpeg datasets\waterDataSet\labelAug\230.png datasets\waterDataSet\edge\230.png
datasets\waterDataSet\imgAug\1024.jpeg datasets\waterDataSet\labelAug\1024.png datasets\waterDataSet\edge\1024.png
datasets\waterDataSet\imgAug\2492.jpeg datasets\waterDataSet\labelAug\2492.png datasets\waterDataSet\edge\2492.png
datasets\waterDataSet\imgAug\3076.jpeg datasets\waterDataSet\labelAug\3076.png datasets\waterDataSet\edge\3076.png
datasets\waterDataSet\imgAug\731.jpeg datasets\waterDataSet\labelAug\731.png datasets\waterDataSet\edge\731.png
datasets\waterDataSet\imgAug\2003.jpeg datasets\waterDataSet\labelAug\2003.png datasets\waterDataSet\edge\2003.png
datasets\waterDataSet\imgAug\386.jpeg datasets\waterDataSet\labelAug\386.png datasets\waterDataSet\edge\386.png
datasets\waterDataSet\imgAug\4661.jpeg datasets\waterDataSet\labelAug\4661.png datasets\waterDataSet\edge\4661.png
datasets\waterDataSet\imgAug\4490.jpeg datasets\waterDataSet\labelAug\4490.png datasets\waterDataSet\edge\4490.png
datasets\waterDataSet\imgAug\3009.jpeg datasets\waterDataSet\labelAug\3009.png datasets\waterDataSet\edge\3009.png
datasets\waterDataSet\imgAug\2802.jpeg datasets\waterDataSet\labelAug\2802.png datasets\waterDataSet\edge\2802.png
datasets\waterDataSet\imgAug\2910.jpeg datasets\waterDataSet\labelAug\2910.png datasets\waterDataSet\edge\2910.png
datasets\waterDataSet\imgAug\390.jpeg datasets\waterDataSet\labelAug\390.png datasets\waterDataSet\edge\390.png
datasets\waterDataSet\imgAug\3880.jpeg datasets\waterDataSet\labelAug\3880.png datasets\waterDataSet\edge\3880.png
datasets\waterDataSet\imgAug\3080.jpeg datasets\waterDataSet\labelAug\3080.png datasets\waterDataSet\edge\3080.png
datasets\waterDataSet\imgAug\4915.jpeg datasets\waterDataSet\labelAug\4915.png datasets\waterDataSet\edge\4915.png
datasets\waterDataSet\imgAug\1516.jpeg datasets\waterDataSet\labelAug\1516.png datasets\waterDataSet\edge\1516.png
datasets\waterDataSet\imgAug\2657.jpeg datasets\waterDataSet\labelAug\2657.png datasets\waterDataSet\edge\2657.png
datasets\waterDataSet\imgAug\2345.jpeg datasets\waterDataSet\labelAug\2345.png datasets\waterDataSet\edge\2345.png
datasets\waterDataSet\imgAug\2346.jpeg datasets\waterDataSet\labelAug\2346.png datasets\waterDataSet\edge\2346.png
datasets\waterDataSet\imgAug\3597.jpeg datasets\waterDataSet\labelAug\3597.png datasets\waterDataSet\edge\3597.png
datasets\waterDataSet\imgAug\4622.jpeg datasets\waterDataSet\labelAug\4622.png datasets\waterDataSet\edge\4622.png
datasets\waterDataSet\imgAug\4185.jpeg datasets\waterDataSet\labelAug\4185.png datasets\waterDataSet\edge\4185.png
datasets\waterDataSet\imgAug\2502.jpeg datasets\waterDataSet\labelAug\2502.png datasets\waterDataSet\edge\2502.png
datasets\waterDataSet\imgAug\1566.jpeg datasets\waterDataSet\labelAug\1566.png datasets\waterDataSet\edge\1566.png
datasets\waterDataSet\imgAug\103.jpeg datasets\waterDataSet\labelAug\103.png datasets\waterDataSet\edge\103.png
datasets\waterDataSet\imgAug\3721.jpeg datasets\waterDataSet\labelAug\3721.png datasets\waterDataSet\edge\3721.png
datasets\waterDataSet\imgAug\1449.jpeg datasets\waterDataSet\labelAug\1449.png datasets\waterDataSet\edge\1449.png
datasets\waterDataSet\imgAug\1823.jpeg datasets\waterDataSet\labelAug\1823.png datasets\waterDataSet\edge\1823.png
datasets\waterDataSet\imgAug\1277.jpeg datasets\waterDataSet\labelAug\1277.png datasets\waterDataSet\edge\1277.png
datasets\waterDataSet\imgAug\1733.jpeg datasets\waterDataSet\labelAug\1733.png datasets\waterDataSet\edge\1733.png
datasets\waterDataSet\imgAug\3553.jpeg datasets\waterDataSet\labelAug\3553.png datasets\waterDataSet\edge\3553.png
datasets\waterDataSet\imgAug\3299.jpeg datasets\waterDataSet\labelAug\3299.png datasets\waterDataSet\edge\3299.png
datasets\waterDataSet\imgAug\3784.jpeg datasets\waterDataSet\labelAug\3784.png datasets\waterDataSet\edge\3784.png
datasets\waterDataSet\imgAug\623.jpeg datasets\waterDataSet\labelAug\623.png datasets\waterDataSet\edge\623.png
datasets\waterDataSet\imgAug\2977.jpeg datasets\waterDataSet\labelAug\2977.png datasets\waterDataSet\edge\2977.png
datasets\waterDataSet\imgAug\587.jpeg datasets\waterDataSet\labelAug\587.png datasets\waterDataSet\edge\587.png
datasets\waterDataSet\imgAug\2449.jpeg datasets\waterDataSet\labelAug\2449.png datasets\waterDataSet\edge\2449.png
datasets\waterDataSet\imgAug\1136.jpeg datasets\waterDataSet\labelAug\1136.png datasets\waterDataSet\edge\1136.png
datasets\waterDataSet\imgAug\4162.jpeg datasets\waterDataSet\labelAug\4162.png datasets\waterDataSet\edge\4162.png
datasets\waterDataSet\imgAug\1484.jpeg datasets\waterDataSet\labelAug\1484.png datasets\waterDataSet\edge\1484.png
datasets\waterDataSet\imgAug\1358.jpeg datasets\waterDataSet\labelAug\1358.png datasets\waterDataSet\edge\1358.png
datasets\waterDataSet\imgAug\2640.jpeg datasets\waterDataSet\labelAug\2640.png datasets\waterDataSet\edge\2640.png
datasets\waterDataSet\imgAug\4076.jpeg datasets\waterDataSet\labelAug\4076.png datasets\waterDataSet\edge\4076.png
datasets\waterDataSet\imgAug\1985.jpeg datasets\waterDataSet\labelAug\1985.png datasets\waterDataSet\edge\1985.png
datasets\waterDataSet\imgAug\4252.jpeg datasets\waterDataSet\labelAug\4252.png datasets\waterDataSet\edge\4252.png
datasets\waterDataSet\imgAug\225.jpeg datasets\waterDataSet\labelAug\225.png datasets\waterDataSet\edge\225.png
datasets\waterDataSet\imgAug\2745.jpeg datasets\waterDataSet\labelAug\2745.png datasets\waterDataSet\edge\2745.png
datasets\waterDataSet\imgAug\3096.jpeg datasets\waterDataSet\labelAug\3096.png datasets\waterDataSet\edge\3096.png
datasets\waterDataSet\imgAug\860.jpeg datasets\waterDataSet\labelAug\860.png datasets\waterDataSet\edge\860.png
datasets\waterDataSet\imgAug\3509.jpeg datasets\waterDataSet\labelAug\3509.png datasets\waterDataSet\edge\3509.png
datasets\waterDataSet\imgAug\3360.jpeg datasets\waterDataSet\labelAug\3360.png datasets\waterDataSet\edge\3360.png
datasets\waterDataSet\imgAug\855.jpeg datasets\waterDataSet\labelAug\855.png datasets\waterDataSet\edge\855.png
datasets\waterDataSet\imgAug\1888.jpeg datasets\waterDataSet\labelAug\1888.png datasets\waterDataSet\edge\1888.png
datasets\waterDataSet\imgAug\1835.jpeg datasets\waterDataSet\labelAug\1835.png datasets\waterDataSet\edge\1835.png
datasets\waterDataSet\imgAug\5091.jpeg datasets\waterDataSet\labelAug\5091.png datasets\waterDataSet\edge\5091.png
datasets\waterDataSet\imgAug\1063.jpeg datasets\waterDataSet\labelAug\1063.png datasets\waterDataSet\edge\1063.png
datasets\waterDataSet\imgAug\3383.jpeg datasets\waterDataSet\labelAug\3383.png datasets\waterDataSet\edge\3383.png
datasets\waterDataSet\imgAug\4509.jpeg datasets\waterDataSet\labelAug\4509.png datasets\waterDataSet\edge\4509.png
datasets\waterDataSet\imgAug\2742.jpeg datasets\waterDataSet\labelAug\2742.png datasets\waterDataSet\edge\2742.png
datasets\waterDataSet\imgAug\3039.jpeg datasets\waterDataSet\labelAug\3039.png datasets\waterDataSet\edge\3039.png
datasets\waterDataSet\imgAug\2509.jpeg datasets\waterDataSet\labelAug\2509.png datasets\waterDataSet\edge\2509.png
datasets\waterDataSet\imgAug\2088.jpeg datasets\waterDataSet\labelAug\2088.png datasets\waterDataSet\edge\2088.png
datasets\waterDataSet\imgAug\4041.jpeg datasets\waterDataSet\labelAug\4041.png datasets\waterDataSet\edge\4041.png
datasets\waterDataSet\imgAug\1946.jpeg datasets\waterDataSet\labelAug\1946.png datasets\waterDataSet\edge\1946.png
datasets\waterDataSet\imgAug\2654.jpeg datasets\waterDataSet\labelAug\2654.png datasets\waterDataSet\edge\2654.png
datasets\waterDataSet\imgAug\3589.jpeg datasets\waterDataSet\labelAug\3589.png datasets\waterDataSet\edge\3589.png
datasets\waterDataSet\imgAug\4987.jpeg datasets\waterDataSet\labelAug\4987.png datasets\waterDataSet\edge\4987.png
datasets\waterDataSet\imgAug\1346.jpeg datasets\waterDataSet\labelAug\1346.png datasets\waterDataSet\edge\1346.png
datasets\waterDataSet\imgAug\2119.jpeg datasets\waterDataSet\labelAug\2119.png datasets\waterDataSet\edge\2119.png
datasets\waterDataSet\imgAug\4057.jpeg datasets\waterDataSet\labelAug\4057.png datasets\waterDataSet\edge\4057.png
datasets\waterDataSet\imgAug\2032.jpeg datasets\waterDataSet\labelAug\2032.png datasets\waterDataSet\edge\2032.png
datasets\waterDataSet\imgAug\2933.jpeg datasets\waterDataSet\labelAug\2933.png datasets\waterDataSet\edge\2933.png
datasets\waterDataSet\imgAug\722.jpeg datasets\waterDataSet\labelAug\722.png datasets\waterDataSet\edge\722.png
datasets\waterDataSet\imgAug\3554.jpeg datasets\waterDataSet\labelAug\3554.png datasets\waterDataSet\edge\3554.png
datasets\waterDataSet\imgAug\4499.jpeg datasets\waterDataSet\labelAug\4499.png datasets\waterDataSet\edge\4499.png
datasets\waterDataSet\imgAug\3820.jpeg datasets\waterDataSet\labelAug\3820.png datasets\waterDataSet\edge\3820.png
datasets\waterDataSet\imgAug\3130.jpeg datasets\waterDataSet\labelAug\3130.png datasets\waterDataSet\edge\3130.png
datasets\waterDataSet\imgAug\1825.jpeg datasets\waterDataSet\labelAug\1825.png datasets\waterDataSet\edge\1825.png
datasets\waterDataSet\imgAug\1033.jpeg datasets\waterDataSet\labelAug\1033.png datasets\waterDataSet\edge\1033.png
datasets\waterDataSet\imgAug\4350.jpeg datasets\waterDataSet\labelAug\4350.png datasets\waterDataSet\edge\4350.png
datasets\waterDataSet\imgAug\2187.jpeg datasets\waterDataSet\labelAug\2187.png datasets\waterDataSet\edge\2187.png
datasets\waterDataSet\imgAug\2257.jpeg datasets\waterDataSet\labelAug\2257.png datasets\waterDataSet\edge\2257.png
datasets\waterDataSet\imgAug\4971.jpeg datasets\waterDataSet\labelAug\4971.png datasets\waterDataSet\edge\4971.png
datasets\waterDataSet\imgAug\468.jpeg datasets\waterDataSet\labelAug\468.png datasets\waterDataSet\edge\468.png
datasets\waterDataSet\imgAug\3392.jpeg datasets\waterDataSet\labelAug\3392.png datasets\waterDataSet\edge\3392.png
datasets\waterDataSet\imgAug\4840.jpeg datasets\waterDataSet\labelAug\4840.png datasets\waterDataSet\edge\4840.png
datasets\waterDataSet\imgAug\3209.jpeg datasets\waterDataSet\labelAug\3209.png datasets\waterDataSet\edge\3209.png
datasets\waterDataSet\imgAug\4555.jpeg datasets\waterDataSet\labelAug\4555.png datasets\waterDataSet\edge\4555.png
datasets\waterDataSet\imgAug\773.jpeg datasets\waterDataSet\labelAug\773.png datasets\waterDataSet\edge\773.png
datasets\waterDataSet\imgAug\1260.jpeg datasets\waterDataSet\labelAug\1260.png datasets\waterDataSet\edge\1260.png
datasets\waterDataSet\imgAug\1393.jpeg datasets\waterDataSet\labelAug\1393.png datasets\waterDataSet\edge\1393.png
datasets\waterDataSet\imgAug\4115.jpeg datasets\waterDataSet\labelAug\4115.png datasets\waterDataSet\edge\4115.png
datasets\waterDataSet\imgAug\689.jpeg datasets\waterDataSet\labelAug\689.png datasets\waterDataSet\edge\689.png
datasets\waterDataSet\imgAug\2936.jpeg datasets\waterDataSet\labelAug\2936.png datasets\waterDataSet\edge\2936.png
datasets\waterDataSet\imgAug\3237.jpeg datasets\waterDataSet\labelAug\3237.png datasets\waterDataSet\edge\3237.png
datasets\waterDataSet\imgAug\1153.jpeg datasets\waterDataSet\labelAug\1153.png datasets\waterDataSet\edge\1153.png
datasets\waterDataSet\imgAug\3055.jpeg datasets\waterDataSet\labelAug\3055.png datasets\waterDataSet\edge\3055.png
datasets\waterDataSet\imgAug\686.jpeg datasets\waterDataSet\labelAug\686.png datasets\waterDataSet\edge\686.png
datasets\waterDataSet\imgAug\4653.jpeg datasets\waterDataSet\labelAug\4653.png datasets\waterDataSet\edge\4653.png
datasets\waterDataSet\imgAug\5111.jpeg datasets\waterDataSet\labelAug\5111.png datasets\waterDataSet\edge\5111.png
datasets\waterDataSet\imgAug\4587.jpeg datasets\waterDataSet\labelAug\4587.png datasets\waterDataSet\edge\4587.png
datasets\waterDataSet\imgAug\5049.jpeg datasets\waterDataSet\labelAug\5049.png datasets\waterDataSet\edge\5049.png
datasets\waterDataSet\imgAug\1644.jpeg datasets\waterDataSet\labelAug\1644.png datasets\waterDataSet\edge\1644.png
datasets\waterDataSet\imgAug\4014.jpeg datasets\waterDataSet\labelAug\4014.png datasets\waterDataSet\edge\4014.png
datasets\waterDataSet\imgAug\4889.jpeg datasets\waterDataSet\labelAug\4889.png datasets\waterDataSet\edge\4889.png
datasets\waterDataSet\imgAug\4837.jpeg datasets\waterDataSet\labelAug\4837.png datasets\waterDataSet\edge\4837.png
datasets\waterDataSet\imgAug\4013.jpeg datasets\waterDataSet\labelAug\4013.png datasets\waterDataSet\edge\4013.png
datasets\waterDataSet\imgAug\204.jpeg datasets\waterDataSet\labelAug\204.png datasets\waterDataSet\edge\204.png
datasets\waterDataSet\imgAug\2753.jpeg datasets\waterDataSet\labelAug\2753.png datasets\waterDataSet\edge\2753.png
datasets\waterDataSet\imgAug\4362.jpeg datasets\waterDataSet\labelAug\4362.png datasets\waterDataSet\edge\4362.png
datasets\waterDataSet\imgAug\1704.jpeg datasets\waterDataSet\labelAug\1704.png datasets\waterDataSet\edge\1704.png
datasets\waterDataSet\imgAug\2636.jpeg datasets\waterDataSet\labelAug\2636.png datasets\waterDataSet\edge\2636.png
datasets\waterDataSet\imgAug\543.jpeg datasets\waterDataSet\labelAug\543.png datasets\waterDataSet\edge\543.png
datasets\waterDataSet\imgAug\665.jpeg datasets\waterDataSet\labelAug\665.png datasets\waterDataSet\edge\665.png
datasets\waterDataSet\imgAug\932.jpeg datasets\waterDataSet\labelAug\932.png datasets\waterDataSet\edge\932.png
datasets\waterDataSet\imgAug\3342.jpeg datasets\waterDataSet\labelAug\3342.png datasets\waterDataSet\edge\3342.png
datasets\waterDataSet\imgAug\2671.jpeg datasets\waterDataSet\labelAug\2671.png datasets\waterDataSet\edge\2671.png
datasets\waterDataSet\imgAug\81.jpeg datasets\waterDataSet\labelAug\81.png datasets\waterDataSet\edge\81.png
datasets\waterDataSet\imgAug\1532.jpeg datasets\waterDataSet\labelAug\1532.png datasets\waterDataSet\edge\1532.png
datasets\waterDataSet\imgAug\1496.jpeg datasets\waterDataSet\labelAug\1496.png datasets\waterDataSet\edge\1496.png
datasets\waterDataSet\imgAug\2923.jpeg datasets\waterDataSet\labelAug\2923.png datasets\waterDataSet\edge\2923.png
datasets\waterDataSet\imgAug\426.jpeg datasets\waterDataSet\labelAug\426.png datasets\waterDataSet\edge\426.png
datasets\waterDataSet\imgAug\1177.jpeg datasets\waterDataSet\labelAug\1177.png datasets\waterDataSet\edge\1177.png
datasets\waterDataSet\imgAug\2407.jpeg datasets\waterDataSet\labelAug\2407.png datasets\waterDataSet\edge\2407.png
datasets\waterDataSet\imgAug\4027.jpeg datasets\waterDataSet\labelAug\4027.png datasets\waterDataSet\edge\4027.png
datasets\waterDataSet\imgAug\3878.jpeg datasets\waterDataSet\labelAug\3878.png datasets\waterDataSet\edge\3878.png
datasets\waterDataSet\imgAug\4891.jpeg datasets\waterDataSet\labelAug\4891.png datasets\waterDataSet\edge\4891.png
datasets\waterDataSet\imgAug\3739.jpeg datasets\waterDataSet\labelAug\3739.png datasets\waterDataSet\edge\3739.png
datasets\waterDataSet\imgAug\460.jpeg datasets\waterDataSet\labelAug\460.png datasets\waterDataSet\edge\460.png
datasets\waterDataSet\imgAug\2430.jpeg datasets\waterDataSet\labelAug\2430.png datasets\waterDataSet\edge\2430.png
datasets\waterDataSet\imgAug\443.jpeg datasets\waterDataSet\labelAug\443.png datasets\waterDataSet\edge\443.png
datasets\waterDataSet\imgAug\3753.jpeg datasets\waterDataSet\labelAug\3753.png datasets\waterDataSet\edge\3753.png
datasets\waterDataSet\imgAug\891.jpeg datasets\waterDataSet\labelAug\891.png datasets\waterDataSet\edge\891.png
datasets\waterDataSet\imgAug\1857.jpeg datasets\waterDataSet\labelAug\1857.png datasets\waterDataSet\edge\1857.png
datasets\waterDataSet\imgAug\3629.jpeg datasets\waterDataSet\labelAug\3629.png datasets\waterDataSet\edge\3629.png
datasets\waterDataSet\imgAug\58.jpeg datasets\waterDataSet\labelAug\58.png datasets\waterDataSet\edge\58.png
datasets\waterDataSet\imgAug\1080.jpeg datasets\waterDataSet\labelAug\1080.png datasets\waterDataSet\edge\1080.png
datasets\waterDataSet\imgAug\2761.jpeg datasets\waterDataSet\labelAug\2761.png datasets\waterDataSet\edge\2761.png
datasets\waterDataSet\imgAug\961.jpeg datasets\waterDataSet\labelAug\961.png datasets\waterDataSet\edge\961.png
datasets\waterDataSet\imgAug\4744.jpeg datasets\waterDataSet\labelAug\4744.png datasets\waterDataSet\edge\4744.png
datasets\waterDataSet\imgAug\120.jpeg datasets\waterDataSet\labelAug\120.png datasets\waterDataSet\edge\120.png
datasets\waterDataSet\imgAug\2379.jpeg datasets\waterDataSet\labelAug\2379.png datasets\waterDataSet\edge\2379.png
datasets\waterDataSet\imgAug\598.jpeg datasets\waterDataSet\labelAug\598.png datasets\waterDataSet\edge\598.png
datasets\waterDataSet\imgAug\2062.jpeg datasets\waterDataSet\labelAug\2062.png datasets\waterDataSet\edge\2062.png
datasets\waterDataSet\imgAug\2485.jpeg datasets\waterDataSet\labelAug\2485.png datasets\waterDataSet\edge\2485.png
datasets\waterDataSet\imgAug\5040.jpeg datasets\waterDataSet\labelAug\5040.png datasets\waterDataSet\edge\5040.png
datasets\waterDataSet\imgAug\3770.jpeg datasets\waterDataSet\labelAug\3770.png datasets\waterDataSet\edge\3770.png
datasets\waterDataSet\imgAug\4553.jpeg datasets\waterDataSet\labelAug\4553.png datasets\waterDataSet\edge\4553.png
datasets\waterDataSet\imgAug\4549.jpeg datasets\waterDataSet\labelAug\4549.png datasets\waterDataSet\edge\4549.png
datasets\waterDataSet\imgAug\3857.jpeg datasets\waterDataSet\labelAug\3857.png datasets\waterDataSet\edge\3857.png
datasets\waterDataSet\imgAug\1254.jpeg datasets\waterDataSet\labelAug\1254.png datasets\waterDataSet\edge\1254.png
datasets\waterDataSet\imgAug\4497.jpeg datasets\waterDataSet\labelAug\4497.png datasets\waterDataSet\edge\4497.png
