datasets\buildings\image\3463.png datasets\buildings\label2_gray\3463.png datasets\buildings\edge\3463.png
datasets\buildings\image\852.png datasets\buildings\label2_gray\852.png datasets\buildings\edge\852.png
datasets\buildings\image\2854.png datasets\buildings\label2_gray\2854.png datasets\buildings\edge\2854.png
datasets\buildings\image\3635.png datasets\buildings\label2_gray\3635.png datasets\buildings\edge\3635.png
datasets\buildings\image\4889.png datasets\buildings\label2_gray\4889.png datasets\buildings\edge\4889.png
datasets\buildings\image\5939.png datasets\buildings\label2_gray\5939.png datasets\buildings\edge\5939.png
datasets\buildings\image\5531.png datasets\buildings\label2_gray\5531.png datasets\buildings\edge\5531.png
datasets\buildings\image\223.png datasets\buildings\label2_gray\223.png datasets\buildings\edge\223.png
datasets\buildings\image\3916.png datasets\buildings\label2_gray\3916.png datasets\buildings\edge\3916.png
datasets\buildings\image\474.png datasets\buildings\label2_gray\474.png datasets\buildings\edge\474.png
datasets\buildings\image\4812.png datasets\buildings\label2_gray\4812.png datasets\buildings\edge\4812.png
datasets\buildings\image\5403.png datasets\buildings\label2_gray\5403.png datasets\buildings\edge\5403.png
datasets\buildings\image\33.png datasets\buildings\label2_gray\33.png datasets\buildings\edge\33.png
datasets\buildings\image\4931.png datasets\buildings\label2_gray\4931.png datasets\buildings\edge\4931.png
datasets\buildings\image\2683.png datasets\buildings\label2_gray\2683.png datasets\buildings\edge\2683.png
datasets\buildings\image\1489.png datasets\buildings\label2_gray\1489.png datasets\buildings\edge\1489.png
datasets\buildings\image\3273.png datasets\buildings\label2_gray\3273.png datasets\buildings\edge\3273.png
datasets\buildings\image\5502.png datasets\buildings\label2_gray\5502.png datasets\buildings\edge\5502.png
datasets\buildings\image\5427.png datasets\buildings\label2_gray\5427.png datasets\buildings\edge\5427.png
datasets\buildings\image\1269.png datasets\buildings\label2_gray\1269.png datasets\buildings\edge\1269.png
datasets\buildings\image\1381.png datasets\buildings\label2_gray\1381.png datasets\buildings\edge\1381.png
datasets\buildings\image\5202.png datasets\buildings\label2_gray\5202.png datasets\buildings\edge\5202.png
datasets\buildings\image\1276.png datasets\buildings\label2_gray\1276.png datasets\buildings\edge\1276.png
datasets\buildings\image\2000.png datasets\buildings\label2_gray\2000.png datasets\buildings\edge\2000.png
datasets\buildings\image\1817.png datasets\buildings\label2_gray\1817.png datasets\buildings\edge\1817.png
datasets\buildings\image\1261.png datasets\buildings\label2_gray\1261.png datasets\buildings\edge\1261.png
datasets\buildings\image\2919.png datasets\buildings\label2_gray\2919.png datasets\buildings\edge\2919.png
datasets\buildings\image\1662.png datasets\buildings\label2_gray\1662.png datasets\buildings\edge\1662.png
datasets\buildings\image\1880.png datasets\buildings\label2_gray\1880.png datasets\buildings\edge\1880.png
datasets\buildings\image\3118.png datasets\buildings\label2_gray\3118.png datasets\buildings\edge\3118.png
datasets\buildings\image\2971.png datasets\buildings\label2_gray\2971.png datasets\buildings\edge\2971.png
datasets\buildings\image\411.png datasets\buildings\label2_gray\411.png datasets\buildings\edge\411.png
datasets\buildings\image\5591.png datasets\buildings\label2_gray\5591.png datasets\buildings\edge\5591.png
datasets\buildings\image\981.png datasets\buildings\label2_gray\981.png datasets\buildings\edge\981.png
datasets\buildings\image\5191.png datasets\buildings\label2_gray\5191.png datasets\buildings\edge\5191.png
datasets\buildings\image\664.png datasets\buildings\label2_gray\664.png datasets\buildings\edge\664.png
datasets\buildings\image\3096.png datasets\buildings\label2_gray\3096.png datasets\buildings\edge\3096.png
datasets\buildings\image\2107.png datasets\buildings\label2_gray\2107.png datasets\buildings\edge\2107.png
datasets\buildings\image\1317.png datasets\buildings\label2_gray\1317.png datasets\buildings\edge\1317.png
datasets\buildings\image\5876.png datasets\buildings\label2_gray\5876.png datasets\buildings\edge\5876.png
datasets\buildings\image\4948.png datasets\buildings\label2_gray\4948.png datasets\buildings\edge\4948.png
datasets\buildings\image\5749.png datasets\buildings\label2_gray\5749.png datasets\buildings\edge\5749.png
datasets\buildings\image\3453.png datasets\buildings\label2_gray\3453.png datasets\buildings\edge\3453.png
datasets\buildings\image\2216.png datasets\buildings\label2_gray\2216.png datasets\buildings\edge\2216.png
datasets\buildings\image\3126.png datasets\buildings\label2_gray\3126.png datasets\buildings\edge\3126.png
datasets\buildings\image\4405.png datasets\buildings\label2_gray\4405.png datasets\buildings\edge\4405.png
datasets\buildings\image\4135.png datasets\buildings\label2_gray\4135.png datasets\buildings\edge\4135.png
datasets\buildings\image\5211.png datasets\buildings\label2_gray\5211.png datasets\buildings\edge\5211.png
datasets\buildings\image\1979.png datasets\buildings\label2_gray\1979.png datasets\buildings\edge\1979.png
datasets\buildings\image\287.png datasets\buildings\label2_gray\287.png datasets\buildings\edge\287.png
datasets\buildings\image\4522.png datasets\buildings\label2_gray\4522.png datasets\buildings\edge\4522.png
datasets\buildings\image\2203.png datasets\buildings\label2_gray\2203.png datasets\buildings\edge\2203.png
datasets\buildings\image\1606.png datasets\buildings\label2_gray\1606.png datasets\buildings\edge\1606.png
datasets\buildings\image\2147.png datasets\buildings\label2_gray\2147.png datasets\buildings\edge\2147.png
datasets\buildings\image\186.png datasets\buildings\label2_gray\186.png datasets\buildings\edge\186.png
datasets\buildings\image\4014.png datasets\buildings\label2_gray\4014.png datasets\buildings\edge\4014.png
datasets\buildings\image\5455.png datasets\buildings\label2_gray\5455.png datasets\buildings\edge\5455.png
datasets\buildings\image\5015.png datasets\buildings\label2_gray\5015.png datasets\buildings\edge\5015.png
datasets\buildings\image\655.png datasets\buildings\label2_gray\655.png datasets\buildings\edge\655.png
datasets\buildings\image\4305.png datasets\buildings\label2_gray\4305.png datasets\buildings\edge\4305.png
datasets\buildings\image\1097.png datasets\buildings\label2_gray\1097.png datasets\buildings\edge\1097.png
datasets\buildings\image\3275.png datasets\buildings\label2_gray\3275.png datasets\buildings\edge\3275.png
datasets\buildings\image\640.png datasets\buildings\label2_gray\640.png datasets\buildings\edge\640.png
datasets\buildings\image\5472.png datasets\buildings\label2_gray\5472.png datasets\buildings\edge\5472.png
datasets\buildings\image\292.png datasets\buildings\label2_gray\292.png datasets\buildings\edge\292.png
datasets\buildings\image\5588.png datasets\buildings\label2_gray\5588.png datasets\buildings\edge\5588.png
datasets\buildings\image\3219.png datasets\buildings\label2_gray\3219.png datasets\buildings\edge\3219.png
datasets\buildings\image\2252.png datasets\buildings\label2_gray\2252.png datasets\buildings\edge\2252.png
datasets\buildings\image\4422.png datasets\buildings\label2_gray\4422.png datasets\buildings\edge\4422.png
datasets\buildings\image\3834.png datasets\buildings\label2_gray\3834.png datasets\buildings\edge\3834.png
datasets\buildings\image\4330.png datasets\buildings\label2_gray\4330.png datasets\buildings\edge\4330.png
datasets\buildings\image\1169.png datasets\buildings\label2_gray\1169.png datasets\buildings\edge\1169.png
datasets\buildings\image\473.png datasets\buildings\label2_gray\473.png datasets\buildings\edge\473.png
datasets\buildings\image\412.png datasets\buildings\label2_gray\412.png datasets\buildings\edge\412.png
datasets\buildings\image\5086.png datasets\buildings\label2_gray\5086.png datasets\buildings\edge\5086.png
datasets\buildings\image\5274.png datasets\buildings\label2_gray\5274.png datasets\buildings\edge\5274.png
datasets\buildings\image\5663.png datasets\buildings\label2_gray\5663.png datasets\buildings\edge\5663.png
datasets\buildings\image\4477.png datasets\buildings\label2_gray\4477.png datasets\buildings\edge\4477.png
datasets\buildings\image\4424.png datasets\buildings\label2_gray\4424.png datasets\buildings\edge\4424.png
datasets\buildings\image\3810.png datasets\buildings\label2_gray\3810.png datasets\buildings\edge\3810.png
datasets\buildings\image\994.png datasets\buildings\label2_gray\994.png datasets\buildings\edge\994.png
datasets\buildings\image\4136.png datasets\buildings\label2_gray\4136.png datasets\buildings\edge\4136.png
datasets\buildings\image\4521.png datasets\buildings\label2_gray\4521.png datasets\buildings\edge\4521.png
datasets\buildings\image\353.png datasets\buildings\label2_gray\353.png datasets\buildings\edge\353.png
datasets\buildings\image\1171.png datasets\buildings\label2_gray\1171.png datasets\buildings\edge\1171.png
datasets\buildings\image\430.png datasets\buildings\label2_gray\430.png datasets\buildings\edge\430.png
datasets\buildings\image\178.png datasets\buildings\label2_gray\178.png datasets\buildings\edge\178.png
datasets\buildings\image\931.png datasets\buildings\label2_gray\931.png datasets\buildings\edge\931.png
datasets\buildings\image\3726.png datasets\buildings\label2_gray\3726.png datasets\buildings\edge\3726.png
datasets\buildings\image\3905.png datasets\buildings\label2_gray\3905.png datasets\buildings\edge\3905.png
datasets\buildings\image\4365.png datasets\buildings\label2_gray\4365.png datasets\buildings\edge\4365.png
datasets\buildings\image\1376.png datasets\buildings\label2_gray\1376.png datasets\buildings\edge\1376.png
datasets\buildings\image\4149.png datasets\buildings\label2_gray\4149.png datasets\buildings\edge\4149.png
datasets\buildings\image\5956.png datasets\buildings\label2_gray\5956.png datasets\buildings\edge\5956.png
datasets\buildings\image\5108.png datasets\buildings\label2_gray\5108.png datasets\buildings\edge\5108.png
datasets\buildings\image\1837.png datasets\buildings\label2_gray\1837.png datasets\buildings\edge\1837.png
datasets\buildings\image\4814.png datasets\buildings\label2_gray\4814.png datasets\buildings\edge\4814.png
datasets\buildings\image\5889.png datasets\buildings\label2_gray\5889.png datasets\buildings\edge\5889.png
datasets\buildings\image\355.png datasets\buildings\label2_gray\355.png datasets\buildings\edge\355.png
datasets\buildings\image\3383.png datasets\buildings\label2_gray\3383.png datasets\buildings\edge\3383.png
datasets\buildings\image\2016.png datasets\buildings\label2_gray\2016.png datasets\buildings\edge\2016.png
datasets\buildings\image\618.png datasets\buildings\label2_gray\618.png datasets\buildings\edge\618.png
datasets\buildings\image\2338.png datasets\buildings\label2_gray\2338.png datasets\buildings\edge\2338.png
datasets\buildings\image\5362.png datasets\buildings\label2_gray\5362.png datasets\buildings\edge\5362.png
datasets\buildings\image\2062.png datasets\buildings\label2_gray\2062.png datasets\buildings\edge\2062.png
datasets\buildings\image\2898.png datasets\buildings\label2_gray\2898.png datasets\buildings\edge\2898.png
datasets\buildings\image\2861.png datasets\buildings\label2_gray\2861.png datasets\buildings\edge\2861.png
datasets\buildings\image\3543.png datasets\buildings\label2_gray\3543.png datasets\buildings\edge\3543.png
datasets\buildings\image\4834.png datasets\buildings\label2_gray\4834.png datasets\buildings\edge\4834.png
datasets\buildings\image\1355.png datasets\buildings\label2_gray\1355.png datasets\buildings\edge\1355.png
datasets\buildings\image\1825.png datasets\buildings\label2_gray\1825.png datasets\buildings\edge\1825.png
datasets\buildings\image\5249.png datasets\buildings\label2_gray\5249.png datasets\buildings\edge\5249.png
datasets\buildings\image\3901.png datasets\buildings\label2_gray\3901.png datasets\buildings\edge\3901.png
datasets\buildings\image\608.png datasets\buildings\label2_gray\608.png datasets\buildings\edge\608.png
datasets\buildings\image\1170.png datasets\buildings\label2_gray\1170.png datasets\buildings\edge\1170.png
datasets\buildings\image\5994.png datasets\buildings\label2_gray\5994.png datasets\buildings\edge\5994.png
datasets\buildings\image\518.png datasets\buildings\label2_gray\518.png datasets\buildings\edge\518.png
datasets\buildings\image\2430.png datasets\buildings\label2_gray\2430.png datasets\buildings\edge\2430.png
datasets\buildings\image\1128.png datasets\buildings\label2_gray\1128.png datasets\buildings\edge\1128.png
datasets\buildings\image\132.png datasets\buildings\label2_gray\132.png datasets\buildings\edge\132.png
datasets\buildings\image\1099.png datasets\buildings\label2_gray\1099.png datasets\buildings\edge\1099.png
datasets\buildings\image\4566.png datasets\buildings\label2_gray\4566.png datasets\buildings\edge\4566.png
datasets\buildings\image\2947.png datasets\buildings\label2_gray\2947.png datasets\buildings\edge\2947.png
datasets\buildings\image\4822.png datasets\buildings\label2_gray\4822.png datasets\buildings\edge\4822.png
datasets\buildings\image\4238.png datasets\buildings\label2_gray\4238.png datasets\buildings\edge\4238.png
datasets\buildings\image\5975.png datasets\buildings\label2_gray\5975.png datasets\buildings\edge\5975.png
datasets\buildings\image\251.png datasets\buildings\label2_gray\251.png datasets\buildings\edge\251.png
datasets\buildings\image\185.png datasets\buildings\label2_gray\185.png datasets\buildings\edge\185.png
datasets\buildings\image\3434.png datasets\buildings\label2_gray\3434.png datasets\buildings\edge\3434.png
datasets\buildings\image\3640.png datasets\buildings\label2_gray\3640.png datasets\buildings\edge\3640.png
datasets\buildings\image\1552.png datasets\buildings\label2_gray\1552.png datasets\buildings\edge\1552.png
